;company_id;IM_NUMIDENT;IAN_FULL_NAME;IA_FULL;IA_PHONE_CODE;IA_PHONE;IND_OBL;FIO;ST_NAME;IM
681;197;" Ріпкинське районне відділення Чернігівського обласного управління акціонерного товариства ""Українська пожежно-страхова компанія"" "; 26152210 ; 15000 ЧЕРНІГІВСЬКА ОБЛАСТЬ, РІПКИНСЬКИЙ РАЙОН РІПКИ, Попудренко, буд.23 ; 0462 ; 17 52 32 ; ЧЕРНІГІВСЬКА ОБЛАСТЬ ; Ющенко Василь Іванович ; Виключена з реєстру ; Детально 
682;197;" Чернігівське обласне управління Приватного акціонерного товариства ""Українська пожежно-страхова компанія"" "; 26033563 ; 14000 ЧЕРНІГІВСЬКА ОБЛАСТЬ, ЧЕРНІГІВ, МІСТО ЧЕРНІГІВ, Гонча, буд.30 ; 046 ; 67 52 32 ; ЧЕРНІГІВСЬКА ОБЛАСТЬ ; Барбаш Андрій Олександрович ; Включена до реєстру ; Детально 
683;197;" Чернігівська філія акціонерного товариства ""Українська  "; 22820904 ; 14000 ЧЕРНІГІВСЬКА ОБЛАСТЬ, ЧЕРНІГІВ, МІСТО ЧЕРНІГІВ, Горького, буд.30 ; 04622 ; 7-04-47 ; ЧЕРНІГІВСЬКА ОБЛАСТЬ ; Ющенко Василь Іванович ; Виключена з реєстру ; Детально 
684;197;" Житомирський міжрайонний страховий центр акціонерного товариства ""Українська пожежно-страхова компанія"" "; 35013317 ; 13200 ЖИТОМИРСЬКА ОБЛАСТЬ, ЧУДНІВСЬКИЙ РАЙОН ЧУДНІВ, Леніна, буд.165 ; 0412 ; 41 35 24 ; ЖИТОМИРСЬКА ОБЛАСТЬ ; Горобець Зінаїда Михайлівна ; Виключена з реєстру ; Детально 
685;197;" Коростишівське регіональне відділення Приватного акціонерного товариства ""Українська пожежно-страхова компанія"" "; 33171159 ; 12501 ЖИТОМИРСЬКА ОБЛАСТЬ, КОРОСТИШІВСЬКИЙ РАЙОН КОРОСТИШІВ, Соборна  площа, буд.5 ; 04130 ; 5 20 45 ; ЖИТОМИРСЬКА ОБЛАСТЬ ; Гелевей Віктор Васильович ; Включена до реєстру ; Детально 
686;197;" Новоград-Волинське регіональне відділення приватного акціонерного товариства ""Українська пожежно-страхова компанія""  "; 26394172 ; 11700 ЖИТОМИРСЬКА ОБЛАСТЬ, НОВОГРАД-ВОЛИНСЬКИЙ РАЙОН НОВОГРАД-ВОЛИНСЬКИЙ, Толубко, буд.2, оф.1 ; 04121 ; 2 06 86 ; ЖИТОМИРСЬКА ОБЛАСТЬ ; Єгоров  Дмитро  Вікторович ; Виключена з реєстру ; Детально 
687;197;" Коростенське регіональне відділення Приватного акціонерного товариства ""Українська пожежно-страхова компанія"" "; 26394462 ; 11500 ЖИТОМИРСЬКА ОБЛАСТЬ, КОРОСТЕНСЬКИЙ РАЙОН КОРОСТЕНЬ, Базарна площа, буд.18А ; 04142 ; 9 64 20 ; ЖИТОМИРСЬКА ОБЛАСТЬ ; Недощак Олександр Борисович ; Включена до реєстру ; Детально 
688;197;" Житомирська філія Приватного акціонерного товариства ""Українська пожежно-страхова компанія"" "; 25740152 ; 10014 ЖИТОМИРСЬКА ОБЛАСТЬ, ЖИТОМИР, МІСТО ЖИТОМИР, Театральна, буд.5, оф.(кв.)13 ; 0412 ; 41-35-24 ; ЖИТОМИРСЬКА ОБЛАСТЬ ; Гладунець  Ірина  Іванівна ; Включена до реєстру ; Детально 
689;197;" Житомирська обласна дирекція Приватного акціонерного товариства ""Українська пожежно-страхова компанія"" "; 33464194 ; 10012 ЖИТОМИРСЬКА ОБЛАСТЬ, ЖИТОМИР, МІСТО ЖИТОМИР, Київська, буд.96 ; 0412 ; 41-23-41 ; ЖИТОМИРСЬКА ОБЛАСТЬ ; Ляховська Ольга Миколаївна ; Виключена з реєстру ; Детально 
690;197;" Фастівське відділення приватного акціонерного товариства ""Українська пожежно-страхова компанія"" "; 26147350 ; 08500 КИЇВСЬКА ОБЛАСТЬ, ФАСТІВСЬКИЙ РАЙОН ФАСТІВ, Пл.Перемоги, буд.1, оф.1 ; 04565 ; 6-14-26 ; КИЇВСЬКА ОБЛАСТЬ ; Масалига Жанна Дмитрівна ; Виключена з реєстру ; Детально 
691;197;" Броварське районне відділення Головного управління акціонерного товариства ""Українська пожежно-страхова компанія"" по м.Києву та Київській області "; 26147746 ; 07400 КИЇВСЬКА ОБЛАСТЬ, БРОВАРСЬКИЙ РАЙОН БРОВАРИ, Незалежності, буд.21, оф.74 ; 04494 ; 5 74 41 ; КИЇВСЬКА ОБЛАСТЬ ; Данільченко Надія Володимирівна ; Виключена з реєстру ; Детально 
692;197;" Генеральне регіональне управління Приватного акціонерного товариства ""Українська пожежно-страхова компанія"" "; 35013432 ; 04080 КИЇВ, КИЇВ 80, Кирилівська, буд.40, оф.(кв.)209 ; 044 ; 581-80-92 ; КИЇВ ; Слєпишева Вікторія Борисівна ; Включена до реєстру ; Детально 
693;197;" Дирекція ""Україна"" приватного акціонерного товариства ""Українська пожежно-страхова компанія"" "; 35766534 ; 04080 КИЇВ, КИЇВ 80, Фрунзе, буд.40, оф.323 ; 044 ; 463-64-21 ; КИЇВ ; Пономарьова Ірина  Вікторівна ; Виключена з реєстру ; Детально 
694;197;" Київське управління Приватного акціонерного товариства ""Українська пожежно-страхова компанія"" "; 33464330 ; 04080 КИЇВ, КИЇВ 80, Кирилівська, буд.40, оф.(кв.)705 ; 044 ; 425 93 60 ; КИЇВ ; Бухало Марія Іванівна ; Виключена з реєстру ; Детально 
695;197;" Генеральна дирекція Приватного акціонерного товариства ""Українська пожежно-страхова компанія"" "; 34217644 ; 04080 КИЇВ, КИЇВ 80, Кирилівська, буд.40, оф.(кв.)709 ; 044 ;  568-57-34 ; КИЇВ ; Сосновський Олександр Святославович ; Включена до реєстру ; Детально 
696;197;" Центральна філія Приватного акціонерного товариства ""Українська пожежно-страхова компанія"" "; 33257911 ; 04080 КИЇВ, КИЇВ 80, Кирилівська, буд.40, оф.(кв.)501 ; 044 ; 238 65 33 ; КИЇВ ; Одинцов Олег Валентинович ; Включена до реєстру ; Детально 
697;197;" Третє регіональне управління Приватного акціонерного товариства ""Українська пожежно-страхова компанія"" "; 35471774 ; 04080 КИЇВ, КИЇВ 80, Кирилівська, буд.40, оф.(кв.)213 ; 044 ; 461 04 51 ; КИЇВ ; Лісова Наталія Олександрівна ; Виключена з реєстру ; Детально 
698;197;" Міжрегіональна дирекція Приватного акціонерного товариства ""Українська пожежно-страхова компанія"" "; 33231631 ; 04080 КИЇВ, КИЇВ 80, Кирилівська, буд.40, оф.(кв.)509 ; 044 ; 537 66 18 ; КИЇВ ; Гриднєв Ігор Валентинович ; Включена до реєстру ; Детально 
699;197;" Друге регіональне управління Приватного акціонерного товариства ""Українська пожежно-страхова компанія"" "; 26388384 ; 04080 КИЇВ, КИЇВ 80, Кирилівська, буд.40, оф.(кв.)711 ; 044 ; 417 54 48 ; КИЇВ ; Данилішин Володимир Васильович ; Виключена з реєстру ; Детально 
700;197;" Центральне  обласне управління Приватного акціонерного товариства ""Українська пожежно-страхова компанія"" "; 26017498 ; 04080 КИЇВ, КИЇВ 80, Кирилівська, буд.40, оф.(кв.)403 ; 044 ; 537 66 17 ; КИЇВ ; Кондратець Євген Борисович ; Включена до реєстру ; Детально 
701;197;" Перше регіональне управління Приватного акціонерного товариства ""Українська пожежно-страхова компанія"" "; 26314799 ; 04080 КИЇВ, КИЇВ 80, Кирилівська, буд.40, оф.(кв.)1 ; 044 ; 568-57-08 ; КИЇВ ; Діденко Дмитро Григорович ; Включена до реєстру ; Детально 
702;197;" Центральна дирекція Приватного акціонерного товариства ""Українська пожежно-страхова компанія"" "; 34446836 ; 04080 КИЇВ, КИЇВ 80, Кирилівська, буд.40, оф.(кв.)811 ; 044 ; 568-57-33 ; КИЇВ ; Вовчинський Олег Олександрович ; Включена до реєстру ; Детально 
703;197;" Луганська філія Приватного акціонерного товариства ""Українська пожежно-страхова компанія"" "; 24847907 ; 04080 КИЇВ, КИЇВ 80, Кирилівська, буд.40, оф.(кв.)809 ; 044 ; 461-04-48 ; КИЇВ ; Матус Галина Миколаївна ; Включена до реєстру ; Детально 
704;197;" Київська дирекція Приватного акціонерного товариства ""Українська пожежно-страхова компанія"" "; 35259287 ; 04080 КИЇВ, КИЇВ 80, Кирилівська, буд.40, оф.(кв.)418 ; 044 ; 461-04-47 ; КИЇВ ; Клименко Ганна Владиславівна ; Включена до реєстру ; Детально 
705;197;" Центральне регіональне управління Приватного акціонерного товариства ""Українська пожежно-страхова компанія"" "; 33171206 ; 04080 КИЇВ, КИЇВ 80, Кирилівська, буд.40, оф.(кв.)413 ; 044 ; 568 57 04 ; КИЇВ ; Одинцов Олег  Валентинович  ; Виключена з реєстру ; Детально 
706;197;" Головне управління Приватного акціонерного товариства ""Українська пожежно-страхова компанія"" по м.Києву та Київській області "; 25943688 ; 04080 КИЇВ, КИЇВ 80, Кирилівська, буд.40, оф.(кв.)204 ; 044 ; 568 57 32 ; КИЇВ ; Довженко Ольга  Володимирівна ; Включена до реєстру ; Детально 
707;200;" Донецька обласна дирекція Приватного акціонерного товариства ""СТРАХОВА КОМПАНІЯ ""ВЕЛТЛІНЕР"" "; 35877679 ; 83001 ДОНЕЦЬКА ОБЛАСТЬ, ДОНЕЦЬК, МІСТО ДОНЕЦЬК, Артема, буд.125, корп.А ; 062 ; 2100624 ; ДОНЕЦЬКА ОБЛАСТЬ ; Сердюк Вікторія Михайлівна ; Виключена з реєстру ; Детально 
708;200;" Львівська обласна дирекція Приватного акціонерного товариства ""СТРАХОВА КОМПАНІЯ ""ВЕЛТЛІНЕР"" "; ; 79000 ЛЬВІВСЬКА ОБЛАСТЬ, ЛЬВІВ, МІСТО ЛЬВІВ, площа Святого Юра, буд.8/1 ; 032 ; 2970045 ; ЛЬВІВСЬКА ОБЛАСТЬ ; Пустовіт Ніна Іванівна ; Виключена з реєстру ; Детально 
709;200;" Запорізька обласна дирекція Приватного акціонерного товариства СТРАХОВИЙ ДІМ ""ЄВРОПЕЙСЬКИЙ СВІТ"" "; 35962025 ; 69002 ЗАПОРІЗЬКА ОБЛАСТЬ, ЗАПОРІЖЖЯ, МІСТО ЗАПОРІЖЖЯ, Дзержинського, буд.95, оф.17 ; ; 0504460207 ; ЗАПОРІЗЬКА ОБЛАСТЬ ; Москалюк Тетяна Віталіївна ; Виключена з реєстру ; Детально 
710;200;" Харківська обласна дирекція Приватного акціонерного товариства ""СТРАХОВА КОМПАНІЯ ""ВЕЛТЛІНЕР"" "; 35464751 ; 61125 ХАРКІВСЬКА ОБЛАСТЬ, ХАРКІВ, МІСТО ХАРКІВ, Червоношкільна набережна, буд.24 ; 057 ; 7032048 ; ХАРКІВСЬКА ОБЛАСТЬ ; Мелекесцев  Георгій Анатолійович ; Виключена з реєстру ; Детально 
711;200;" Дніпропетровська обласна дирекція Приватного акціонерного товариства ""СТРАХОВА КОМПАНІЯ  ""ВЕЛТЛІНЕР"" "; 35465179 ; 49050 ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ, ДНІПРОПЕТРОВСЬК, МІСТО ДНІПРОПЕТРОВСЬК, Гагаріна, буд.115, оф.(кв.)17 ; 056 ; 3756880 ; ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ ; Беззубко Лариса  Ериківна ; Виключена з реєстру ; Детально 
712;201;" Луганська філія Закритого акціонерного товариства ""Акціонерної страхової компанії ""ІнтерТрансПоліс"" "; 35726198 ; 91000 ЛУГАНСЬКА ОБЛАСТЬ, ЛУГАНСЬК, МІСТО ЛУГАНСЬК, Поштова, буд.26 ; 064 ; 2420035 ; ЛУГАНСЬКА ОБЛАСТЬ ; Михайлик Людмила Кавивівна ; Виключена з реєстру ; Детально 
713;201;" Донецька філія Закритого акціонерного товариства ""Акціонерної страхової компанії ""ІнтерТрансПоліс"" "; 35509514 ; 83000 ДОНЕЦЬКА ОБЛАСТЬ, ДОНЕЦЬК, МІСТО ДОНЕЦЬК, Бульвар Пушкіна, буд.7, оф.17 ; 050 ; 3844191 ; ДОНЕЦЬКА ОБЛАСТЬ ; Гончаров Олександр Анатолійович ; Виключена з реєстру ; Детально 
714;201;" Львівська філія Закритого акціонерного товариства ""Акціонерної страхової компанії ""ІнтерТрансПоліс"" "; 35509357 ; 79000 ЛЬВІВСЬКА ОБЛАСТЬ, ЛЬВІВ, МІСТО ЛЬВІВ, Старий Ринок, буд.2 ; 095 ; 2789447 ; ЛЬВІВСЬКА ОБЛАСТЬ ; Богів Ігор Євгенович ; Виключена з реєстру ; Детально 
715;201;" Запорізька філія Закритого акціонерного товариства ""Акціонерної страхової компанії ""ІнтерТрансПоліс"" "; 35509451 ; 69000 ЗАПОРІЗЬКА ОБЛАСТЬ, ЗАПОРІЖЖЯ, МІСТО ЗАПОРІЖЖЯ, 40 Років Радянської України, буд.82 ; 061 ; 2121831 ; ЗАПОРІЗЬКА ОБЛАСТЬ ; Педак Ігор Валентинович ; Виключена з реєстру ; Детально 
716;201;" Одеська філія Закритого акціонерного товариства ""Акціонерної страхової компанії ""ІнтерТрансПоліс"" "; 35509488 ; 65000 ОДЕСЬКА ОБЛАСТЬ, ОДЕСА, МІСТО ОДЕСА, площа Грецька, буд.1 ; 048 ; 7343030 ; ОДЕСЬКА ОБЛАСТЬ ; Вороная Лариса Анатоліївна ; Виключена з реєстру ; Детально 
717;201;" Харківська філія Закритого акціонерного товариства ""Акціонерної страхової компанії ""ІнтерТрансПоліс"" "; 35509383 ; 61000 ХАРКІВСЬКА ОБЛАСТЬ, ХАРКІВ, МІСТО ХАРКІВ, Чернишевського, буд.13 ; 057 ; 7661764 ; ХАРКІВСЬКА ОБЛАСТЬ ; Билкова Людмила Борисівна ; Виключена з реєстру ; Детально 
718;201;" Криворізька філія Закритого акціонерного товариства ""Акціонерної страхової компанії ""ІнтерТрансПоліс"" "; 35509294 ; 50005 ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ, КРИВИЙ РІГ, МІСТО КРИВИЙ РІГ, Орджонікідзе, буд.67/1, оф.109 ; 056 ; 4442348 ; ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ ; Мельник Валентина Василівна ; Виключена з реєстру ; Детально 
719;201;" Дніпропетровська філія Закритого акціонерного товариства ""Акціонерної страхової компанії ""ІнтерТрансПоліс"" "; 35509419 ; 49000 ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ, ДНІПРОПЕТРОВСЬК, МІСТО ДНІПРОПЕТРОВСЬК, Робоча, буд.83, оф.44 ; 095 ; 2829475 ; ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ ; Нємцова Ельвіра Павлівна ; Виключена з реєстру ; Детально 
720;202;" Севастопольська дирекція Закритого акціонерного товариства Фінансової групи ""Страхові традиції"" "; ; 99000 СЕВАСТОПОЛЬ, МІСТО, СЕВАСТОПОЛЬ, Очаківців, буд.4 ; 00 ; 00 ; СЕВАСТОПОЛЬ, МІСТО ; Неправська Галина Володимирівна ; Виключена з реєстру ; Детально 
721;202;" Агенція Закритого акціонерного товариства Фінансова група ""Страхові традиції"" № 1 в м. Севастополі "; ; 99000 СЕВАСТОПОЛЬ, МІСТО, СЕВАСТОПОЛЬ, Леніна, буд.58/9 ; 00 ; 00 ; СЕВАСТОПОЛЬ, МІСТО ; Поліваров Сергій Семенович ; Виключена з реєстру ; Детально 
722;202;" Центр обслуговування клієнтів Кримської регіональної дирекції Закритого акціонерного товариства Фінансової групи ""Страхові традиції"" №2/Р в м. Керчі "; ; 98300 АВТОНОМНА РЕСПУБЛІКА КРИМ, КЕРЧ КЕРЧ, Мірошника, буд.3 ; 06561 ; 429-05 ; АВТОНОМНА РЕСПУБЛІКА КРИМ ; Корчемаха В'ячеслав Сергійович ; Виключена з реєстру ; Детально 
723;202;" Точка продаж № 1 Центру обслуговування клієнтів Кримської регіональної Дирекції Закритого акціонерного товариства Фінансової групи ""Страхові традиції"" № 2/Р в м. Керчі "; ; 98300 АВТОНОМНА РЕСПУБЛІКА КРИМ, КЕРЧ КЕРЧ, шосе Героїв Сталінграда, буд.23 ; 00 ; 00 ; АВТОНОМНА РЕСПУБЛІКА КРИМ ; Юдіна Анна Василівна ; Виключена з реєстру ; Детально 
724;202;" Точка продаж №1 Центру обслуговування клієнтів Кримської регіональної Дирекції Закритого акціонерного товариства Фінансової групи ""Страхові  традиції"" № 1/М в м. Феодосії "; ; 98100 АВТОНОМНА РЕСПУБЛІКА КРИМ, ФЕОДОСІЯ ФЕОДОСІЯ, Чкалова, буд.113-Б ; 00 ; 00 ; АВТОНОМНА РЕСПУБЛІКА КРИМ ; Скворцова Інна  Володимирівна ; Виключена з реєстру ; Детально 
725;202;" Центр обслуговування клієнтів Кримської регіональної Дирекції Закритого акціонерного товариства Фінансової групи ""Страхові традиції"" №1/М в м. Феодосії "; ; 98100 АВТОНОМНА РЕСПУБЛІКА КРИМ, ФЕОДОСІЯ ФЕОДОСІЯ, Горького, буд.12 ; 06562 ; 320-89 ; АВТОНОМНА РЕСПУБЛІКА КРИМ ; Корчемаха  В'ячеслав Сергійович ; Виключена з реєстру ; Детально 
726;202;" Кримська дирекція Закритого акціонерного товариства Фінансової групи ""Сирахові традиції"" "; 34818696 ; 95034 АВТОНОМНА РЕСПУБЛІКА КРИМ, СІМФЕРОПОЛЬ СІМФЕРОПОЛЬ, Шполянська, буд.7/9,/ ; 00 ; 00 ; АВТОНОМНА РЕСПУБЛІКА КРИМ ; Ленінг  Галина  Василівна ; Виключена з реєстру ; Детально 
727;202;" Кримська регіональна Дирекція Закритого акціонерного товариства Фінансової групи ""Страхові традиції"" "; ; 95034 АВТОНОМНА РЕСПУБЛІКА КРИМ, СІМФЕРОПОЛЬ СІМФЕРОПОЛЬ, Шполянська, буд.7/9 ; 0652 ; 54-98-27 ; АВТОНОМНА РЕСПУБЛІКА КРИМ ; Ленінг Галина Василівна ; Виключена з реєстру ; Детально 
728;202;" Центр обслуговування клієнтів Севастопольської Дирекції Закритого акціонерного товариства Фінансова група ""Страхові традиції"" № 1 в м. Сімферополі "; ; 95000 АВТОНОМНА РЕСПУБЛІКА КРИМ, СІМФЕРОПОЛЬ СІМФЕРОПОЛЬ, Некрасова, буд.14 ; 00 ; 00 ; АВТОНОМНА РЕСПУБЛІКА КРИМ ; Старущенко Юрій Леонідович ; Виключена з реєстру ; Детально 
729;202;" Луганська обласна дирекція Закритого акціонерного товариства Фінансової групи ""Страхові традиції""  "; 34539045 ; 91016 ЛУГАНСЬКА ОБЛАСТЬ, ЛУГАНСЬК, МІСТО ЛУГАНСЬК, Фрунзе, буд.1 ; 00 ; 00 ; ЛУГАНСЬКА ОБЛАСТЬ ; Михайлик  Людмила Кавивівна ; Виключена з реєстру ; Детально 
730;202;" Луганська регіональна Дирекція Закритого акціонерного товариства Фінансової групи ""Страхові традиції"" "; ; 91000 ЛУГАНСЬКА ОБЛАСТЬ, ЛУГАНСЬК, МІСТО ЛУГАНСЬК, Фрунзе, буд.1 ; 0642 ; 50-24-65 ; ЛУГАНСЬКА ОБЛАСТЬ ; Михайлик Людмила Миколаївна ; Виключена з реєстру ; Детально 
731;202;" Центр обслуговування клієнтів Закарпатської регіональної Дирекції Закритого акціонерного товариства Фінансова група ""Страхові традиції"" № 1/М в м. Мукачеві "; ; 89600 ЗАКАРПАТСЬКА ОБЛАСТЬ, МУКАЧІВСЬКИЙ РАЙОН МУКАЧЕВО, площа Миру, буд.29, оф.10 ; 00 ; 00 ; ЗАКАРПАТСЬКА ОБЛАСТЬ ; Совко  Ірина  Михайлівна ; Виключена з реєстру ; Детально 
732;202;" Агенція Закритого акціонерного товариства Фінансова група ""Страхові традиції"" № 1 в м. Ужгороді "; ; 88000 ЗАКАРПАТСЬКА ОБЛАСТЬ, УЖГОРОД, МІСТО УЖГОРОД, Швабська, буд.37 ; 00 ; 00 ; ЗАКАРПАТСЬКА ОБЛАСТЬ ; Хоменко Олексій Георгієвич ; Виключена з реєстру ; Детально 
733;202;" Закарпатська регіональна Дирекція Закритого акціонерного товариства Фінансової групи ""Страхові традиції"" "; ; 88000 ЗАКАРПАТСЬКА ОБЛАСТЬ, УЖГОРОД, МІСТО УЖГОРОД, Мукачівська, буд.4 ; 0312 ; 61-44-61 ; ЗАКАРПАТСЬКА ОБЛАСТЬ ; Форкош Роберт Адальбертович ; Виключена з реєстру ; Детально 
734;202;" Ужгородська обласна дирекція Закритого акціонерного товариства Фінансової групи ""Страхові традиції"" "; 34294598 ; 88000 ЗАКАРПАТСЬКА ОБЛАСТЬ, УЖГОРОД, МІСТО УЖГОРОД, Мукачівська, буд.4,/ ; 00 ; 00 ; ЗАКАРПАТСЬКА ОБЛАСТЬ ; Форкош Роберт Адальбертович ; Виключена з реєстру ; Детально 
735;202;" Центр обслуговування клієнтів Донецької регіональної Дирекції Закритого акціонерного товариства Фінансової компанії ""Страхові традиції"" №1/Р в м. Маріуполі "; ; 87500 ДОНЕЦЬКА ОБЛАСТЬ, МАРІУПОЛЬ, МІСТО МАРІУПОЛЬ, Леніна, буд.68 ; 0629 ; 33-65-49 ; ДОНЕЦЬКА ОБЛАСТЬ ; Ігнатова Інна Юріївна ; Виключена з реєстру ; Детально 
736;202; Центр обслуговування клієнтів Донецької регіональної Дирекції Закритого акціонерного товариства Фінансової групи «Страхові традиції» № 5/Р в м. Макіївці ; ; 86100 ДОНЕЦЬКА ОБЛАСТЬ, МАКІЇВКА, МІСТО МАКІЇВКА, Шевченка, буд.22 ; 00 ; 00 ; ДОНЕЦЬКА ОБЛАСТЬ ; Левтєрова Ірина Петрівна ; Виключена з реєстру ; Детально 
737;202;" Центр обслуговування клієнтів Донецької регіональної Дирекції Закритого акціонерного товариства Фінансової групи ""Страхові традиції"" № 4/М у м. Красноармійську "; ; 85300 ДОНЕЦЬКА ОБЛАСТЬ, КРАСНОАРМІЙСЬКИЙ РАЙОН КРАСНОАРМІЙСЬК, Шахтобудівників, буд.22 ; 00 ; 00 ; ДОНЕЦЬКА ОБЛАСТЬ ; Гамій Юрій Володимирович ; Виключена з реєстру ; Детально 
738;202;" Точка продаж Центру обслуговування клієнтів Донецької регіональної Дирекції Закритого акціонерного товариства Фінансової групи ""Страхові традиції"" № 4/М в м. Красноармійську "; ; 85300 ДОНЕЦЬКА ОБЛАСТЬ, КРАСНОАРМІЙСЬКИЙ РАЙОН КРАСНОАРМІЙСЬК, Тюленіна, буд.1 ; 00 ; 00 ; ДОНЕЦЬКА ОБЛАСТЬ ; Гамій Юрій Володимирович ; Виключена з реєстру ; Детально 
739;202;" Центр обслуговування клієнтів Донецької регіональної Дирекції Закритого акціонерного товариства Фінансової групи ""Страхові традиції"" №3/Р в м. Горлівці "; ; 84600 ДОНЕЦЬКА ОБЛАСТЬ, ГОРЛІВКА, МІСТО ГОРЛІВКА, Перемоги, буд.67а ; 000 ; 000 ; ДОНЕЦЬКА ОБЛАСТЬ ; Боярко Тетяна  Іванівна ; Виключена з реєстру ; Детально 
740;202;" Центр обслуговування клієнтів Донецької регіональної Дирекції Закритого акціонерного товариства Фінансової групи ""Страхові традиції"" №2/Р в м. Краматорську "; ; 84300 ДОНЕЦЬКА ОБЛАСТЬ, КРАМАТОРСЬК, МІСТО КРАМАТОРСЬК, Соціалістична, буд.45а ; 06264 ; 504-10 ; ДОНЕЦЬКА ОБЛАСТЬ ; Школова Олена  Олексіївна ; Виключена з реєстру ; Детально 
741;202;" Агенція Закритого акціонерного товариства Фінансова група ""Страхові традиції"" № 1 в м. Донецьку "; ; 83000 ДОНЕЦЬКА ОБЛАСТЬ, ДОНЕЦЬК, МІСТО ДОНЕЦЬК, Артема, буд.43 ; 00 ; 00 ; ДОНЕЦЬКА ОБЛАСТЬ ; Боровенко Світлана Миколаївна ; Виключена з реєстру ; Детально 
742;202;" Донецька філія Закритого акціонерного товариства Фінансової групи ""Страхові традиції"" - Донецька обласна дирекція "; 33454694 ; 83000 ДОНЕЦЬКА ОБЛАСТЬ, ДОНЕЦЬК, МІСТО ДОНЕЦЬК, Пушкіна, буд.13 ; 062 ; 3458774 ; ДОНЕЦЬКА ОБЛАСТЬ ; Іонін Дмитро Євгенович ; Виключена з реєстру ; Детально 
743;202;" Донецька регіональна дирекція Закритого акціонерного товариства Фінансової групи ""Страхові традиції"" "; ; 83000 ДОНЕЦЬКА ОБЛАСТЬ, ДОНЕЦЬК, МІСТО ДОНЕЦЬК, Артема, буд.125 ; 062 ; 381-02-90 ; ДОНЕЦЬКА ОБЛАСТЬ ; Сокол Ольга Валеріївна ; Виключена з реєстру ; Детально 
744;202;" Центр обслуговування клієнтів Львівської регіональної Дирекції Закритого акціонерного товариства Фінансової групи ""Страхові традиції"" № 1/М в м. Золочеві  "; ; 80700 ЛЬВІВСЬКА ОБЛАСТЬ, ЗОЛОЧІВСЬКИЙ РАЙОН ЗОЛОЧІВ, Кармелюка, буд.12 ; 00 ; 00 ; ЛЬВІВСЬКА ОБЛАСТЬ ; Кузьменко  Микола  Григорович ; Виключена з реєстру ; Детально 
745;202;" Львівська регіональна Дирекція Закритого акціонерного товариства Фінансової групи ""Страхові традиції"" "; ; 79000 ЛЬВІВСЬКА ОБЛАСТЬ, ЛЬВІВ, МІСТО ЛЬВІВ, Куліша, буд.24 ; ; 000 ; ЛЬВІВСЬКА ОБЛАСТЬ ; Жук Віктор Георгійович ; Виключена з реєстру ; Детально 
746;202;" Агенція Закритого акціонерного товариства Фінансова група ""Страхові традиції"" № 1 в м. Львові  "; ; 79000 ЛЬВІВСЬКА ОБЛАСТЬ, ЛЬВІВ, МІСТО ЛЬВІВ, Зелена, буд.49 ; 00 ; 00 ; ЛЬВІВСЬКА ОБЛАСТЬ ; Семчак Ірина Володимирівна ; Виключена з реєстру ; Детально 
747;202;" Точка продаж № 1 Львівської регіональної Дирекції Закритого акціонерного товариства Фінансової групи ""Страхові традиції"" "; ; 79000 ЛЬВІВСЬКА ОБЛАСТЬ, ЛЬВІВ, МІСТО ЛЬВІВ, Зелена,, буд.49 ; 00 ; 00 ; ЛЬВІВСЬКА ОБЛАСТЬ ; Жук Віктор Георгійович ; Виключена з реєстру ; Детально 
748;202;" Центр обслуговування клієнтів Івано-Франківської регіональної Дирекції Закритого акціонерного товариства Фінансова група ""Страхові традиції""  №3/М в м. Надвірна "; ; 78400 ІВАНО-ФРАНКІВСЬКА ОБЛАСТЬ, НАДВІРНЯНСЬКИЙ РАЙОН НАДВІРНА, Комунальна, буд.6 ; 03475 ; 00 ; ІВАНО-ФРАНКІВСЬКА ОБЛАСТЬ ; Лейбюк  Марія Богданівна ; Виключена з реєстру ; Детально 
749;202;" Центр обслуговування клієнтів Івано-Франківської регіональної Дирекції Закритого акціонерного товариства Фінансова група ""Страхові традиції"" № 2/М в м. Рожнятові "; ; 77600 ІВАНО-ФРАНКІВСЬКА ОБЛАСТЬ, РОЖНЯТІВСЬКИЙ РАЙОН РОЖНЯТІВ, набережна, буд.6 ; 00 ; 00 ; ІВАНО-ФРАНКІВСЬКА ОБЛАСТЬ ; Гулій  Михайло Васильович ; Виключена з реєстру ; Детально 
750;202;" Центр обслуговування клієнтів Івано-Франківської регіональної Дирекції Закритого акціонерного товариства Фінансової групи ""Страхові традиції"" № 4/М в м. Долині "; ; 77500 ІВАНО-ФРАНКІВСЬКА ОБЛАСТЬ, ДОЛИНСЬКИЙ РАЙОН ДОЛИНА, Міцкевича, буд.67 ; 00 ; 00 ; ІВАНО-ФРАНКІВСЬКА ОБЛАСТЬ ; Іванишина Марія Михайлівна ; Виключена з реєстру ; Детально 
